temperature,humidity,wind_speed,pressure,cloud_cover,rain
35.9,85,44.2,983.0,92,1
36.6,81,16.5,1030.1,29,0
-1.7,62,35.5,975.3,0,0
12.0,69,42.4,957.2,63,0
8.9,88,8.8,983.2,78,1
-4.6,63,5.8,1003.4,22,0
44.2,53,5.6,1048.6,31,0
39.9,88,2.8,981.8,67,1
31.0,95,41.5,1035.3,70,1
36.9,25,18.1,964.7,65,0
9.7,51,43.1,961.7,97,0
11.6,41,42.2,1038.4,16,0
17.8,17,0.4,986.0,94,0
-6.3,87,17.6,1037.0,16,0
39.8,78,35.0,1047.7,100,0
-2.9,59,7.1,1021.1,52,0
1.3,11,7.6,974.3,73,0
2.4,78,40.2,994.4,20,1
8.0,97,6.1,988.6,52,0
27.0,56,28.6,1000.5,42,0
1.2,32,29.5,972.3,7,0
-4.9,62,42.9,951.6,78,0
29.9,89,27.5,1013.7,56,0
7.0,75,17.6,1021.2,33,0
8.3,71,47.1,1038.5,67,0
39.6,89,2.0,1005.7,67,1
-6.0,71,11.1,1036.5,68,0
-7.7,50,0.1,980.7,86,0
9.8,49,18.6,1044.7,13,0
37.6,79,4.7,1016.1,79,0
-9.7,32,5.8,989.8,21,0
7.1,74,35.9,960.5,46,1
-2.9,38,39.0,983.0,48,0
-7.1,36,11.3,1009.5,56,0
20.4,45,39.3,986.9,75,0
44.0,62,7.2,974.5,15,0
19.9,89,19.4,950.9,59,0
25.4,60,28.4,1041.0,87,0
34.9,95,27.4,1017.6,63,1
20.9,17,35.6,1021.5,76,0
42.5,90,4.9,951.0,83,1
-1.5,35,10.2,999.3,83,0
2.4,76,4.0,960.6,2,0
11.9,12,44.1,975.0,4,0
4.6,30,32.3,1003.8,36,0
19.3,30,17.5,1039.1,60,0
21.3,24,32.3,997.0,92,0
-2.6,71,31.4,1022.0,43,0
31.9,25,7.9,1014.1,77,0
13.6,79,24.0,1042.0,25,0
1.9,57,38.6,1004.3,75,0
9.2,35,45.0,1035.7,28,0
-0.0,75,18.4,953.9,78,0
-0.4,72,18.6,1042.5,87,0
38.4,56,37.0,1004.4,85,0
19.4,24,40.7,989.8,7,0
-8.1,78,6.0,1047.4,88,0
24.5,38,6.1,971.4,39,0
20.3,32,9.1,1049.8,28,0
35.2,75,8.3,1030.9,99,0
5.2,12,10.2,1006.0,92,0
43.6,94,39.0,1048.2,17,0
38.4,36,10.2,1038.9,75,0
-2.2,90,28.2,1035.7,47,0
10.2,20,2.5,1006.7,63,0
1.4,51,2.6,1042.9,97,0
39.1,52,42.8,975.4,52,0
0.2,42,14.7,957.9,21,0
-5.5,20,27.3,951.0,87,0
26.4,65,31.8,983.3,21,0
15.1,90,49.3,967.9,10,1
18.2,94,8.7,953.2,34,0
-9.5,74,18.7,979.2,100,0
15.7,47,12.7,1042.7,5,0
-6.8,60,12.9,983.1,72,0
11.0,24,2.8,981.6,46,0
12.1,22,36.5,1032.9,62,0
21.2,59,20.9,1017.9,27,0
36.4,64,25.2,976.1,36,0
5.2,60,11.9,1001.5,3,0
0.8,69,17.8,998.7,61,0
6.6,25,16.5,977.7,4,0
43.9,96,46.1,1038.4,73,1
-7.8,41,1.3,1003.1,72,0
39.2,51,10.2,999.9,40,0
22.6,72,46.9,1021.1,67,0
25.0,55,27.9,1026.3,100,0
23.7,57,25.5,968.0,2,0
34.1,67,14.4,1033.1,26,0
25.5,100,39.9,1030.7,83,1
20.3,65,30.8,1035.2,62,0
13.3,63,13.8,985.4,93,0
24.7,58,31.5,993.4,10,0
9.8,31,32.8,1035.1,42,0
43.4,73,49.6,952.5,87,0
35.4,56,0.7,1029.0,27,0
3.9,96,13.3,1015.4,23,0
-8.0,32,5.0,987.9,6,0
24.0,19,8.0,1041.7,48,0
9.6,30,38.8,1034.6,32,0
24.5,56,22.4,1043.8,93,0
33.2,56,25.0,956.1,89,0
19.8,46,16.9,1035.2,24,0
25.5,17,9.3,1038.3,32,0
23.3,55,38.0,991.7,100,0
-2.0,29,37.2,1006.1,16,0
1.8,95,7.2,997.7,6,0
5.3,43,47.4,1011.3,61,0
16.7,61,17.0,1033.5,61,0
39.9,100,43.0,1030.6,88,1
-6.0,92,33.5,967.2,8,1
28.8,55,43.3,956.2,97,0
17.4,31,19.4,1050.0,87,0
33.7,66,32.3,986.9,52,0
36.8,14,25.5,1028.6,44,0
36.1,70,41.2,967.1,42,0
22.7,28,15.3,1012.1,29,0
36.9,26,37.5,961.2,52,0
7.7,36,7.7,975.0,23,0
27.6,93,34.0,1040.4,77,1
5.5,21,18.7,952.1,77,0
37.3,37,49.8,982.4,22,0
-1.3,32,23.9,985.5,54,0
36.4,84,25.5,999.8,50,0
16.1,17,29.2,979.7,65,0
41.9,68,42.2,952.9,97,0
0.7,75,25.0,1013.6,86,0
15.4,72,1.1,1031.9,20,0
37.2,66,43.3,1020.8,42,0
29.7,68,21.3,1049.6,100,0
-7.5,65,45.5,954.5,38,0
28.9,99,47.3,968.7,82,1
34.5,97,6.8,1003.1,48,0
25.7,85,4.3,980.7,2,0
13.4,68,18.4,1037.5,96,0
34.3,98,23.8,1044.2,37,0
44.6,75,38.4,1012.2,40,0
6.0,51,15.5,988.0,63,0
35.4,14,23.3,994.3,91,0
-2.5,54,6.5,1039.1,37,0
23.5,24,23.1,957.4,60,0
38.9,45,25.6,998.1,53,0
36.6,76,18.2,1044.5,0,0
41.1,71,13.3,1019.1,28,0
-8.7,30,10.6,1034.2,74,0
-5.2,48,15.5,1029.4,20,0
11.8,92,9.9,1022.8,32,0
0.9,97,47.3,998.6,45,1
11.2,48,49.9,963.3,30,0
-8.8,30,38.8,975.1,59,0
11.7,45,46.4,1039.2,1,0
10.9,77,5.0,1002.4,5,0
42.7,77,39.8,1005.9,83,0
41.7,44,32.8,1038.1,63,0
36.1,17,15.7,1047.9,48,0
12.8,55,43.3,1035.8,51,0
38.0,10,12.8,1015.3,43,0
1.4,80,35.5,963.1,30,1
4.2,34,33.4,1010.2,88,0
3.4,46,15.2,1041.0,54,0
18.7,69,44.6,1018.4,16,0
39.4,49,30.2,990.8,34,0
37.4,18,34.7,1026.2,48,0
5.2,43,7.1,1041.1,6,0
17.4,62,27.1,992.5,1,0
25.3,56,26.2,994.4,19,0
-4.7,28,28.8,995.1,5,0
-9.2,87,14.9,1016.2,91,1
23.8,22,32.4,970.4,73,0
30.9,61,20.6,991.1,19,0
44.8,19,20.1,1012.4,58,0
36.5,28,14.3,992.8,53,0
-8.2,57,1.4,980.2,88,0
36.7,86,1.6,1021.0,91,1
44.3,15,38.7,957.1,65,0
17.8,90,36.6,1031.8,48,0
32.2,70,39.9,970.8,1,0
34.3,84,8.6,1019.8,17,0
18.6,80,10.5,1030.4,57,0
16.3,71,42.5,990.8,57,1
32.5,73,45.9,992.7,56,0
17.9,19,41.1,956.8,97,0
14.0,11,11.2,988.0,50,0
0.2,10,15.7,999.9,98,0
5.4,99,38.1,1019.6,17,0
11.5,74,39.8,1048.9,81,0
3.5,46,6.6,959.2,86,0
9.8,51,30.6,1010.7,8,0
33.7,25,7.3,1039.7,72,0
29.8,77,37.8,1047.6,20,0
4.7,11,15.0,1033.9,64,0
-2.9,92,27.6,962.3,94,1
-2.4,52,29.1,986.2,78,0
-7.7,37,4.5,982.1,16,0
15.1,82,40.7,1001.2,1,0
41.7,61,1.5,952.1,17,0
21.6,77,37.5,981.9,96,0
41.5,81,47.4,1027.0,26,0
42.9,93,26.6,987.4,78,1
33.6,54,25.8,1017.3,88,0
43.9,59,27.7,976.3,78,0
34.7,33,36.5,996.4,38,0
28.1,20,43.2,1015.1,73,0
17.9,22,31.0,1044.3,34,0
-4.9,29,48.7,1026.6,73,0
6.1,18,41.2,977.5,79,0
7.3,73,0.3,1038.7,97,0
5.8,11,46.4,1021.2,57,0
13.1,32,47.7,1025.8,23,0
20.1,90,6.9,1025.5,85,1
34.6,59,4.6,961.1,0,0
-6.6,21,38.8,966.0,89,0
21.3,89,36.3,1019.5,52,0
13.3,41,39.8,1038.1,73,0
23.9,97,6.9,1043.5,47,0
23.7,79,4.1,1011.5,45,0
4.8,68,19.8,1039.6,3,0
-2.1,47,36.1,970.2,22,0
16.3,50,13.9,995.2,79,0
26.4,47,19.9,1036.6,46,0
28.3,64,29.9,1017.2,92,0
31.5,60,22.9,952.6,69,0
25.4,29,47.9,967.4,53,0
-3.2,83,7.2,996.4,63,1
24.9,72,9.1,958.9,37,0
3.4,57,20.7,951.7,62,0
13.7,88,34.8,972.3,43,1
35.6,42,20.4,1032.0,37,0
30.7,88,32.7,999.0,4,0
24.2,59,19.3,1014.3,9,0
7.0,12,8.2,1015.6,79,0
1.9,40,11.3,991.6,18,0
39.8,69,42.7,999.2,24,0
11.7,88,45.0,1010.8,17,0
8.3,12,17.0,984.7,35,0
37.6,27,40.2,1006.8,54,0
13.5,46,30.1,1020.8,3,0
11.0,28,14.4,1017.2,89,0
29.0,49,33.4,968.5,92,0
-0.8,78,33.2,1002.3,18,0
-1.3,58,44.9,1017.4,91,0
9.4,37,47.5,979.6,11,0
25.3,55,19.9,1001.4,23,0
39.1,83,10.3,1004.3,53,0
0.4,71,48.2,1046.5,7,0
13.9,39,8.3,972.0,56,0
-7.4,42,37.4,1030.5,22,0
12.6,25,39.1,1011.6,41,0
43.1,44,47.6,1038.9,73,0
15.7,14,38.9,969.2,40,0
10.0,16,31.9,965.0,3,0
29.2,32,28.9,977.0,7,0
7.4,64,7.8,986.3,21,0
12.5,45,49.8,975.1,100,0
17.6,17,35.8,1026.7,36,0
6.1,12,5.0,1011.9,79,0
43.3,50,29.0,1001.7,48,0
20.5,85,9.2,1009.8,100,1
5.6,54,10.6,971.3,10,0
0.5,60,19.5,967.1,74,0
41.5,23,35.9,1002.0,14,0
19.6,12,13.7,961.7,77,0
7.5,43,29.3,1036.6,7,0
6.5,80,11.0,1041.6,22,0
-3.3,98,35.2,1032.6,49,0
-4.3,84,10.7,1026.6,8,0
28.4,41,34.3,950.6,26,0
31.7,31,16.3,992.3,31,0
-5.9,47,29.8,1031.2,39,0
14.5,30,15.5,989.7,93,0
21.9,46,30.9,1049.0,85,0
-0.3,67,28.7,1022.8,43,0
19.2,38,2.6,1045.1,86,0
24.9,63,49.1,1019.0,89,0
38.6,50,20.9,972.0,97,0
38.4,11,46.9,1022.1,70,0
18.5,19,46.2,958.7,37,0
27.2,72,7.5,1043.4,11,0
27.3,38,11.5,995.5,58,0
6.9,45,25.9,1014.5,67,0
28.9,89,46.2,1018.0,61,1
-6.1,90,42.1,1003.3,39,0
7.2,72,46.4,998.0,86,1
44.6,35,13.5,990.7,11,0
-3.5,23,20.5,998.2,21,0
34.6,93,0.9,1028.9,86,1
2.3,44,42.7,1031.4,63,0
5.2,94,46.6,970.9,96,1
4.9,25,11.3,1011.1,7,0
6.4,67,45.1,989.6,55,0
33.4,42,12.4,986.4,38,0
36.3,76,4.1,1030.4,30,0
11.1,76,3.9,952.1,72,0
-7.6,55,6.6,1001.4,79,0
-6.6,81,7.7,1006.2,38,0
9.3,51,35.6,1015.9,28,0
12.5,44,0.5,1006.2,45,0
-2.3,40,41.3,986.8,53,0
1.7,91,31.5,1035.4,47,0
41.6,83,29.3,980.6,77,1
-4.3,73,18.2,1027.3,7,0
-7.1,100,16.3,968.8,54,1
-4.8,26,16.6,981.4,4,0
9.6,93,21.1,950.5,96,1
32.4,40,12.1,1040.9,41,0
11.0,74,17.3,1017.0,53,0
19.5,28,49.9,968.8,60,0
1.5,62,1.7,1019.4,45,0
34.4,71,5.8,1025.9,24,0
-1.0,20,0.3,1010.5,83,0
38.0,56,28.4,990.1,70,0
-3.8,51,16.1,1032.7,44,0
11.9,68,47.5,1000.7,69,0
10.2,56,24.6,992.0,94,0
23.4,77,1.4,985.7,55,0
31.8,45,30.5,1030.2,85,0
-2.0,89,44.6,955.8,35,1
4.2,36,22.5,951.8,32,0
-6.3,78,28.2,962.1,53,0
30.7,27,10.4,990.7,59,0
3.9,83,10.7,1009.6,39,0
39.5,69,44.5,1047.5,41,0
20.5,38,11.0,998.6,24,0
7.0,62,39.3,1020.2,38,0
31.1,82,37.8,1024.7,86,1
23.1,12,47.8,1037.4,17,0
13.6,56,25.9,1013.1,7,0
28.7,71,45.2,973.4,39,0
26.1,33,47.7,954.7,44,0
-8.8,41,1.0,1014.2,16,0
7.5,19,23.0,1029.2,0,0
16.1,97,1.3,958.7,35,0
38.7,57,3.5,988.7,98,0
12.7,83,39.3,1005.2,78,1
0.9,12,37.7,1025.5,81,0
29.5,62,30.3,1021.4,25,0
7.7,33,18.4,1019.5,21,0
14.7,32,24.4,970.4,5,0
42.0,46,48.7,1015.9,48,0
-0.2,17,36.3,1044.1,62,0
9.3,26,27.2,988.6,98,0
-1.2,89,7.7,1011.6,31,0
41.7,97,27.5,973.4,91,1
28.5,64,24.5,982.0,28,0
2.5,53,42.1,1006.8,68,0
18.8,10,2.5,1039.4,90,0
28.0,59,34.4,999.0,65,0
36.6,29,23.8,1044.5,67,0
39.1,23,9.5,1035.8,32,0
8.6,72,36.8,987.2,90,1
3.7,85,15.9,1036.6,44,0
31.1,20,11.3,1048.9,88,0
32.6,53,21.0,1048.0,20,0
-2.0,21,22.6,973.8,12,0
36.5,74,10.1,968.1,53,0
42.1,91,39.9,957.7,71,1
43.9,51,1.7,979.8,67,0
-9.4,45,35.9,1010.5,46,0
24.3,45,32.1,995.9,1,0
-6.9,15,30.3,954.7,50,0
16.6,73,19.5,1005.0,44,0
33.2,65,34.0,979.6,76,0
22.8,41,31.3,1034.0,12,0
29.2,30,48.7,986.8,7,0
-9.1,78,0.7,986.5,58,1
-5.4,56,41.0,955.6,72,0
7.8,29,37.9,966.6,28,0
-0.4,15,17.4,1026.9,43,0
39.6,84,11.4,1022.4,44,0
4.5,22,16.1,955.5,49,0
-0.6,58,0.7,1013.1,35,0
-8.1,68,11.7,997.7,28,0
40.1,22,1.2,1033.2,19,0
-1.3,25,23.2,959.9,88,0
18.7,69,49.0,1002.9,15,0
3.0,53,4.8,961.3,33,0
23.1,26,24.1,960.7,59,0
14.8,95,40.5,970.0,54,1
16.7,88,43.5,959.6,96,1
35.6,13,45.5,999.6,75,0
27.3,98,49.7,987.0,78,1
36.9,21,19.4,1035.2,57,0
42.2,93,1.0,985.7,8,0
21.6,17,16.1,957.4,33,0
5.8,70,7.4,989.1,80,0
29.4,81,18.3,990.2,19,0
30.4,63,35.3,1042.3,37,0
18.2,99,17.0,969.7,47,0
34.8,38,32.2,1022.7,18,0
13.7,52,48.2,1047.8,27,0
14.0,50,24.6,1023.6,87,0
41.9,33,47.0,1003.0,88,0
4.3,17,47.7,1007.5,16,0
35.7,43,47.5,1031.2,38,0
20.6,16,41.9,1045.6,34,0
35.1,50,44.8,951.9,59,0
1.7,17,12.3,953.2,13,0
6.0,83,13.6,997.5,89,1
40.3,49,34.9,1010.7,91,0
4.4,10,31.3,1042.3,51,0
-7.8,97,17.7,992.2,49,1
0.2,32,29.2,1028.3,12,0
11.5,99,48.7,1030.8,1,0
6.6,49,30.2,962.7,83,0
36.6,59,44.7,1049.1,25,0
23.1,56,20.2,1010.5,69,0
32.3,52,1.9,1005.0,73,0
26.0,59,27.8,1037.7,28,0
21.5,32,15.0,1027.9,64,0
19.8,67,44.7,1012.7,76,0
24.6,61,29.2,1020.0,30,0
1.9,24,7.2,1032.1,82,0
33.3,88,34.4,1037.0,91,1
3.4,87,9.2,993.0,96,1
-8.3,61,30.9,983.1,62,0
11.2,36,47.0,974.1,3,0
31.0,45,5.9,1031.2,95,0
10.2,48,7.7,960.8,10,0
15.2,44,20.0,1037.9,77,0
12.5,79,34.8,958.9,23,1
15.1,13,36.6,980.1,19,0
42.0,43,32.5,985.1,27,0
42.5,69,45.0,1007.3,7,0
-1.4,76,2.9,1042.4,15,0
-3.9,82,47.3,958.8,46,1
4.5,50,35.7,981.6,52,0
3.6,67,39.1,966.1,78,0
25.1,41,2.4,1007.5,23,0
1.2,50,8.6,1047.4,8,0
41.7,22,34.1,1028.0,48,0
-0.6,39,38.6,1030.0,27,0
3.4,32,46.4,979.7,52,0
-5.7,79,45.7,1009.8,15,0
-2.1,73,49.7,960.2,66,1
-9.0,85,3.4,1045.3,33,0
30.8,36,6.2,952.5,24,0
30.7,36,3.0,1006.2,29,0
18.8,39,5.0,1036.6,92,0
26.3,48,26.1,1003.0,54,0
33.0,47,29.2,1048.9,66,0
16.4,33,38.7,982.3,3,0
19.4,64,40.4,977.8,33,0
40.4,72,38.0,1035.0,44,0
29.9,81,7.4,987.7,80,1
6.8,14,24.2,1049.8,5,0
33.5,86,14.0,976.9,34,0
2.2,23,7.1,983.5,42,0
-7.9,45,31.0,1042.8,95,0
24.1,57,46.8,1031.2,26,0
4.9,99,17.1,990.7,28,0
37.2,63,33.3,973.9,14,0
18.7,10,40.1,964.5,45,0
19.4,88,38.2,1045.1,18,0
32.3,19,10.2,967.9,47,0
21.7,71,42.2,1012.0,42,0
20.6,57,22.0,1012.9,48,0
15.5,50,33.5,1018.2,31,0
39.5,88,49.0,1017.7,82,1
-6.3,88,49.5,1041.3,26,0
33.5,52,29.4,1049.9,90,0
13.7,99,40.9,1017.4,38,0
19.6,37,23.5,969.3,52,0
34.5,73,11.5,1044.5,29,0
35.8,81,23.0,1014.8,23,0
8.2,76,37.8,978.6,33,1
44.2,77,25.2,1041.1,79,0
35.7,70,30.4,1005.2,38,0
3.8,24,47.4,991.7,18,0
0.6,45,20.4,1013.5,93,0
8.6,96,23.2,982.6,93,1
4.6,58,27.9,1011.4,33,0
13.8,47,29.3,950.0,79,0
35.5,65,40.2,1024.1,95,0
26.1,13,23.4,950.3,84,0
23.0,75,33.0,990.6,94,0
43.4,56,4.1,1042.2,83,0
38.2,27,42.6,958.0,13,0
22.7,88,17.0,1041.2,49,0
18.4,93,15.2,1027.7,73,1
-5.0,79,44.1,969.8,57,1
-1.9,73,49.6,973.4,7,1
32.2,90,4.3,1049.3,15,0
-5.4,69,50.0,968.6,80,0
29.4,83,0.8,957.0,27,0
41.5,32,46.2,1030.3,47,0
41.7,77,40.8,1047.3,76,0
28.1,92,47.4,1031.3,56,0
39.3,98,34.4,989.4,79,1
-0.6,95,15.2,959.4,50,0
-9.3,65,6.1,1000.7,89,0
-5.0,98,18.2,957.1,70,1
44.8,72,40.4,972.7,62,0
34.0,92,25.9,1011.1,32,0
-6.4,49,13.8,997.8,19,0
2.4,32,39.7,1040.2,45,0
19.4,52,6.5,959.6,58,0
5.2,36,36.6,955.4,2,0
2.2,86,33.2,1042.4,51,0
-3.9,15,1.8,983.9,43,0
22.1,79,5.9,957.4,1,0
0.8,75,4.6,1015.6,58,0
25.9,78,13.7,995.6,76,0
12.3,15,8.3,991.3,78,0
36.2,84,2.7,1046.4,72,1
6.6,64,18.8,1037.3,67,0
26.3,19,47.9,976.3,51,0
44.5,94,28.9,987.8,44,0
-0.9,64,39.8,956.6,97,0
17.2,49,37.6,984.7,43,0
20.0,16,45.5,982.2,0,0
36.6,24,11.3,1039.9,70,0
13.8,25,14.4,965.3,42,0
-6.7,93,26.1,978.3,54,0
21.3,100,32.6,1026.0,75,1
-4.2,10,1.0,1009.1,72,0
-6.3,69,4.6,1019.5,4,0
23.3,10,35.8,952.5,62,0
18.9,40,27.3,1028.9,76,0
0.0,30,43.0,962.9,100,0
30.6,34,0.8,978.6,70,0
34.8,70,36.7,1027.2,100,0
3.3,87,21.7,1019.3,34,0
-7.4,99,3.0,954.3,25,1
29.1,30,44.8,984.4,0,0
29.7,64,37.1,986.8,28,0
1.6,70,35.9,1025.2,92,0
-5.3,88,22.7,1035.3,92,1
-7.0,57,23.6,977.7,54,0
42.9,23,48.8,967.0,15,0
5.1,39,16.1,1032.0,25,0
3.0,17,23.5,1001.7,78,0
36.3,84,37.1,997.5,75,1
39.9,26,26.5,991.1,93,0
7.7,65,38.3,976.4,51,0
43.3,90,37.9,970.0,16,0
19.7,59,38.8,981.8,38,0
4.9,57,11.8,993.4,17,0
39.4,33,35.7,999.6,71,0
34.6,20,8.3,1031.6,83,0
21.2,11,34.0,975.9,89,0
43.6,68,16.1,1042.2,88,0
-6.8,22,0.4,1048.1,17,0
-0.3,87,26.6,1008.8,43,0
16.8,32,45.1,980.2,80,0
32.0,69,39.0,1024.8,34,0
-4.8,29,49.9,960.0,25,0
20.6,100,6.0,958.0,49,0
21.1,95,45.0,1029.4,64,1
2.0,99,44.5,953.7,61,1
28.9,85,26.7,1022.7,32,0
16.6,49,5.3,993.1,44,0
25.6,15,4.2,987.1,4,0
8.0,31,19.2,1031.0,53,0
0.4,25,11.6,975.7,19,0
40.9,19,30.6,1020.7,93,0
12.1,41,34.9,1015.0,29,0
29.8,53,48.4,955.0,7,0
-5.5,39,12.4,962.8,2,0
6.4,23,22.3,1018.7,17,0
-8.5,60,1.4,965.9,6,0
-0.4,40,39.2,992.8,31,0
25.9,48,24.7,969.0,89,0
-2.0,60,1.6,987.5,61,0
11.8,69,20.9,960.3,30,0
11.2,82,4.6,969.2,72,1
24.7,52,11.9,1036.4,64,0
8.5,69,32.3,962.8,99,0
20.8,76,26.6,1008.4,41,0
20.2,18,44.3,1013.7,39,0
25.6,68,42.7,985.8,68,0
31.7,75,2.4,962.9,95,0
35.8,11,2.3,1000.8,28,0
35.0,24,24.2,1044.8,18,0
1.7,19,18.5,1009.0,86,0
-3.8,15,27.6,1036.6,69,0
2.8,93,37.4,1049.6,77,1
10.4,94,26.9,1013.5,4,0
-1.4,94,9.4,973.8,59,1
20.9,16,47.9,953.4,27,0
-6.2,33,39.1,951.9,74,0
12.8,62,46.7,1015.9,87,0
12.6,72,5.8,977.4,1,0
-0.9,37,32.1,1024.1,63,0
7.2,37,17.6,990.2,59,0
13.5,64,3.2,1033.4,22,0
17.2,80,20.5,1018.7,61,0
6.2,10,25.8,997.0,54,0
9.2,12,8.5,1023.2,87,0
35.2,77,44.0,979.0,15,0
8.9,28,28.6,1002.5,67,0
21.9,23,40.8,962.1,2,0
18.3,63,21.6,959.7,11,0
0.4,68,31.4,1049.8,11,0
3.9,80,44.1,974.6,53,1
25.4,73,26.2,1039.4,91,0
18.4,30,16.3,959.9,55,0
-4.1,97,35.3,1022.6,77,1
36.3,27,9.7,969.1,100,0
18.3,64,2.9,972.4,50,0
8.2,12,44.6,1001.0,68,0
40.7,42,3.8,1043.7,32,0
30.5,16,23.1,1008.6,27,0
-1.5,77,23.6,1027.4,6,0
-7.8,40,16.6,1022.5,61,0
8.7,66,35.2,1046.0,70,0
20.1,64,36.9,974.2,60,0
38.3,50,18.8,1027.3,79,0
22.6,95,34.0,964.3,11,0
7.6,65,31.0,960.9,23,0
4.7,57,33.0,975.4,38,0
44.1,73,44.3,1049.6,15,0
28.3,52,22.8,961.8,70,0
-2.5,52,18.1,1024.0,11,0
36.6,17,42.0,1045.6,72,0
19.3,83,43.6,972.4,69,1
9.4,83,2.0,969.0,96,1
-7.8,45,24.7,1022.4,2,0
38.8,23,39.4,997.8,84,0
37.8,59,43.6,1026.3,47,0
-4.8,64,19.7,1002.7,0,0
24.7,79,47.7,993.0,89,0
-9.8,49,43.3,1024.9,47,0
-4.9,29,24.9,986.2,24,0
4.4,37,1.5,994.0,3,0
20.0,90,21.6,994.1,84,1
-7.5,51,46.1,969.8,58,0
13.5,22,10.4,1003.4,97,0
23.0,60,23.1,969.2,43,0
39.3,75,48.6,1021.0,58,0
26.9,59,27.0,985.3,69,0
39.7,88,21.5,1011.7,37,0
13.8,88,9.3,955.9,90,1
-0.3,64,5.9,1038.0,25,0
-6.4,18,13.2,999.2,35,0
19.4,68,7.1,996.2,17,0
29.2,24,31.6,1043.0,92,0
-9.2,40,18.9,1026.4,67,0
31.4,66,11.5,998.4,33,0
41.6,47,33.3,981.9,87,0
16.3,66,3.9,989.5,47,0
26.6,53,46.1,979.4,39,0
37.1,21,15.7,982.2,91,0
1.6,47,1.8,1007.4,81,0
42.7,26,11.3,1024.2,89,0
42.6,42,29.0,1028.8,67,0
-9.3,11,23.0,997.0,53,0
-9.6,70,22.0,982.2,31,0
19.1,94,22.0,1034.3,52,0
22.1,20,10.2,989.9,85,0
31.6,46,17.8,1038.8,75,0
26.5,99,14.7,1008.9,16,0
-5.5,37,11.5,977.1,28,0
3.1,76,14.5,999.6,5,1
39.6,19,16.4,1026.8,68,0
38.4,46,3.1,974.1,21,0
-8.6,88,34.0,1017.4,11,0
32.6,68,17.1,1027.7,78,0
40.2,15,44.0,1048.8,46,0
34.3,61,11.5,1004.0,50,0
19.3,80,39.2,992.7,14,1
10.5,34,8.4,954.9,9,0
36.0,15,19.4,999.3,26,0
28.1,63,23.2,951.7,81,0
13.1,34,19.5,1031.0,98,0
-9.3,89,7.1,990.0,94,1
-5.6,44,2.7,962.8,7,0
15.7,64,49.4,1000.0,34,0
24.6,88,18.4,952.2,95,1
30.4,19,33.1,1049.1,47,0
43.5,93,22.6,965.1,50,0
22.3,20,1.9,970.8,49,0
15.9,57,39.0,1033.4,44,0
3.7,37,4.6,1048.3,67,0
38.0,49,0.8,968.5,93,0
6.2,42,16.8,1018.8,36,0
16.6,32,41.1,1031.0,10,0
11.5,19,12.8,1010.1,65,0
-9.0,98,8.9,1003.8,12,0
16.6,36,5.5,1028.1,98,0
40.9,17,16.3,1017.8,53,0
4.6,54,8.4,1029.3,12,0
-3.9,96,12.1,984.1,86,1
3.4,17,19.5,1009.8,90,0
-5.3,32,8.4,966.9,4,0
17.2,75,19.8,1032.5,88,0
25.2,82,42.4,989.6,5,0
20.7,43,39.4,982.3,67,0
8.2,78,13.9,1026.6,13,0
-7.7,61,0.8,998.2,38,0
-7.6,18,14.8,1012.7,87,0
44.9,79,40.2,951.0,37,0
1.3,49,2.9,1036.4,71,0
15.8,23,37.2,1002.3,75,0
2.2,70,13.6,1016.2,47,0
30.8,44,22.3,1030.4,43,0
1.7,97,38.6,1038.6,94,1
42.0,91,30.2,1011.1,93,1
36.8,68,47.3,1036.0,40,0
1.8,56,25.9,983.6,4,0
24.4,52,21.7,1049.2,100,0
-5.3,61,37.9,1015.2,71,0
27.9,77,10.1,1049.4,71,0
-1.9,13,28.6,995.7,86,0
41.9,94,26.3,962.7,42,0
9.7,94,37.3,950.0,80,1
-1.5,64,31.8,1037.6,26,0
16.4,32,7.1,996.6,67,0
28.5,99,30.5,975.2,70,1
-2.4,38,47.0,969.4,99,0
10.2,51,31.6,1043.9,62,0
-8.8,65,49.5,1010.3,23,0
9.1,81,10.9,988.0,57,0
8.7,100,0.5,980.1,38,1
-2.4,26,24.6,972.8,7,0
-7.1,11,25.0,995.9,75,0
28.3,85,21.2,996.4,86,1
-6.0,49,40.2,1002.7,80,0
-4.3,46,24.3,991.9,91,0
2.3,41,2.2,988.0,67,0
6.9,93,34.8,1016.7,92,1
34.9,86,8.4,1048.9,98,1
0.9,38,7.1,977.8,51,0
27.3,65,38.8,951.8,33,0
6.6,22,16.8,967.1,8,0
28.9,41,12.5,1029.4,64,0
-4.8,49,7.8,981.5,38,0
3.3,86,15.0,971.6,54,1
33.4,79,45.3,1013.6,39,0
19.5,85,16.9,994.5,11,0
4.0,18,23.4,971.5,30,0
9.8,66,36.5,992.7,12,0
-3.4,93,8.9,962.0,44,0
25.5,43,46.9,1040.6,86,0
24.8,31,46.2,953.5,15,0
16.5,49,34.5,1009.6,8,0
-3.3,62,16.8,1040.8,57,0
-9.1,75,31.2,951.1,48,1
44.6,52,48.6,1047.8,38,0
44.8,24,3.4,1042.7,22,0
6.7,94,12.7,986.4,82,1
-4.1,33,20.8,1041.4,34,0
11.0,44,31.0,1003.8,32,0
41.3,18,9.8,986.4,52,0
9.0,83,35.3,1012.8,40,0
37.9,32,8.1,1032.2,80,0
24.6,67,26.1,994.5,96,0
